searchName;relationNumber;nameLine1;nameLine2;nameLine3;addressLine1;addressLine2;addressLine3;postalCode;city;countryCode;subentityCode;postOfficeBox;postOfficeBoxPostalcode;postOfficeBoxCity;postOfficeBoxCountry;telephoneNumber;telefaxNumber;emailAddress;internetAddress;contactPerson;typeOfRelation;currencyCode;vatCode;languageCode;relationGroup;paymentTerm;creditLimit;vatNumberOrg;vatNumber
NOAAGAARDENTROND0001;10259836;Aagaard Engros AS;-;;Haakon Vii'S Gate 19B;;;7406;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;975964736;NO975964736
NOASDENTTROND0001;10260826;As Dent;-;;Gjelvangveita 9 ;;;7010;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;944668616;NO944668616
NOAURLANDENAURLA0001;10268621;Aurland Energiverk As;-;;Låvi 2 ;;;5745;Aurland;NO;;;;;;;;;;;1;;0;;1;;;975332438;NO975332438
NOBRODRENEDOSLO0007;10269595;Brødrene Dahl A/S;Avd Larsgården;;Postboks 6146 Etterstad  ;;;0602;Oslo;NO;;;;;;;;;;;1;;0;;1;;;945757280;NO945757280
NOARENDALBAAREND0001;10283281;Arendal Baptistmenighet;-;;Postboks 850 Birkenlund  ;;;4859;Arendal;NO;;;;;;;;;;;1;;0;;1;;;871431442;NO871431442
NOAGDEROKONGRIMS0001;10283521;Agder Økonomi As;-;;Postboks 226  ;;;4892;Grimstad;NO;;;;;;;;;;;1;;0;;1;;;971580992;NO971580992
NOARENDALOGAREND0001;10283646;Arendal Og Omegns Sparekasse;-;;Postboks 70  ;;;4801;Arendal;NO;;;;;;;;;;;1;;0;;1;;;937894082;NO937894082
NOALTAFOLKEALTA0001;10290237;Alta Folkehøgskole;-;;Øytunveien 101 ;;;9518;Alta;NO;;;;;;;;;;;1;;0;;1;;;971578882;NO971578882
NOASKFORUMAASKER0001;11209269;Ask Forum Afrikansk Språk & Kulturf;-;;Postboks 272   ;;;1372;Asker;NO;;;;;;;;;;;1;;0;;1;;;988436682;NO988436682
NOANNEGSANNKOPER0001;11214574;Anne G'S Anne Grete Stråtveit;-;;Postboks 220   ;;;4291;Kopervik;NO;;;;;;;;;;;1;;0;;1;;;976700503;NO976700503
NOALFATRADIFREDR0001;11218856;Alfa Trading Roger Meyer;-;;Sandbækveien 13 ;;;1613;Fredrikstad;NO;;;;;;;;;;;1;;0;;1;;;976729145;NO976729145
NOASHESTEUTSTAVA0001;11229549;As Hesteutstyr;-;;Postboks 43 Forus  ;;;4064;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;935213665;NO935213665
NOANLEGGSGAFYLLI0001;11230166;Anleggsgartnermester Løvaas As;-;;Barliveien 21 ;;;5142;FYLLINGSDALEN;NO;;;;;;;;;;;1;;0;;1;;;845938032;NO845938032
NOAVURASBERGE0001;11233863;Avur As;-;;Postboks 82 Kokstad  ;;;5863;Bergen;NO;;;;;;;;;;;1;;0;;1;;;964692718;NO964692718
NOARBEIDERPGJOVI0001;11234739;Arbeiderpartiet;Avd Roselotteriet;;Postboks 610  ;;;2809;Gjøvik;NO;;;;;;;;;;;1;;0;;1;;;971526939;NO971526939
NOASSERVICEOSLO0001;11237914;As Servicesentralen Lås Og Nøkkel -;-;;Neuberggata 21 ;;;0367;Oslo;NO;;;;;;;;;;;1;;0;;1;;;914126320;NO914126320
NOARBEIDSGIOSLO0001;11248499;Arbeidsgiverforeningen Spekter;-;;Postboks 7052 Majorstuen  ;;;0306;Oslo;NO;;;;;;;;;;;1;;0;;1;;;871281602;NO871281602
NOAHDIAGNOSOSLO0001;11250743;Ah Diagnostics AS;-;;Fjellgata 1 ;;;0566;OSLO;NO;;;;;;;;;;;1;;0;;1;;;975914089;NO975914089
NOASNIKOYMOIRA0001;11259009;As Nikøy;Avd Pib;;Postboks 4781  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;914604265;NO914604265
NOASVIDARSTONSB0001;11260585;As Vidars;-;;Øvre Langgate 44 ;;;3110;Tønsberg;NO;;;;;;;;;;;1;;0;;1;;;937619308;NO937619308
NOANDOYHOTETROND0001;11264603;Andøy Hotell Og Restaurantdrift As;-;;Postboks 1524 Torgarden  ;;;7435;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;959159637;NO959159637
NOASSAABLOYSKI0002;11278140;Assa Abloy Opening Solutions Norway;Avd Oslo;;Postboks 424  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;933703290;NO933703290
NOARKIVVERKHAMAR0001;11281664;Arkivverket;Avd Statsarkivet I Kongsberg;;Postboks 4104  ;;;2307;Hamar;NO;;;;;;;;;;;1;;0;;1;;;961181399;NO961181399
NOASSAABLOYSKI0003;11282563;Assa Abloy Opening Solutions Norway;Avd Bergen;;Postboks 424  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;933703290;NO933703290
NOASREPREKOSLO0001;11284692;A/S Rep-Rek;-;;Postboks 65 Alnabru  ;;;0614;Oslo;NO;;;;;;;;;;;1;;0;;1;;;915370624;NO915370624
NO4HNORGEGRALU0001;11286598;4H Norge;Akershus Og Oslo 4H;;Sandtangen 85 ;;;1712;GRÅLUM;NO;;;;;;;;;;;1;;0;;1;;;943838240;NO943838240
NOANDREASSTSANDE0001;11364650;Andreas Stihl A/S;-;;Postboks 2000   ;;;3202;Sandefjord;NO;;;;;;;;;;;1;;0;;1;;;944683933;NO944683933
NOAKERSHUSERANAS0001;11385887;Akershus Energi As;-;;Pausvegen 6 ;;;1927;Rånåsfoss;NO;;;;;;;;;;;1;;0;;1;;;976542606;NO976542606
NOABILDSOLEOSLO0001;11410602;Abildsø Legekontor Da;-;;Smedbergveien 5 ;;;1187;OSLO;NO;;;;;;;;;;;1;;0;;1;;;992070609;NO992070609
NOADVOKATFITROND0014;11411394;Advokatfirmaet Erbe & Co Da;-;;Postboks 333 Sentrum  ;;;7403;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;979182988;NO979182988
NOALFNESINDFLATA0001;11412707;Alfnes Industri AS;-;;Øvre Flatåsveg 14 D;;;7079;FLATÅSEN;NO;;;;;;;;;;;1;;0;;1;;;977174902;NO977174902
NOAMORAZASALGAR0001;11413317;Amoraz As;-;;Hellandsvegen 276 ;;;4330;Ålgård;NO;;;;;;;;;;;1;;0;;1;;;977179289;NO977179289
NOANSKRISTEALESU0001;11414034;Ans Kristensens Eiendomsselskap;-;;Postboks 20   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;944596143;NO944596143
NOARNEBERGLNORDL0001;11414893;Arne Bergli As;-;;Sandvikaveien 335 ;;;7882;NORDLI;NO;;;;;;;;;;;1;;0;;1;;;977061415;NO977061415
NOARNEBERGFOSLO0001;11415049;Arneberg Forlag As;-;;Postboks 4666 Nydalen  ;;;0405;Oslo;NO;;;;;;;;;;;1;;0;;1;;;937319029;NO937319029
NOANDORHOVDTROND0001;11417086;Andor Hovden As;-;;Postboks 3222 Torgarden;;;7439;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;985823774;NO985823774
NOBAKLANDETTROND0001;11417755;Baklandet Skydsstation As;-;;Postboks 8174 Bakklandet  ;;;7454;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;976547349;NO976547349
NOACECANORGSTAVA0001;11439833;Aceca Norge As;-;;Postboks 8034 Forus  ;;;4068;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;976813405;NO976813405
NOALUMECONOSKEDS0001;11466240;Alumeco Norge As;-;;Industriveien 1 ;;;2020;SKEDSMOKORSET;NO;;;;;;;;;;;1;;0;;1;;;977499771;NO977499771
NOACONAASSTAVA0001;11512738;Acona As;-;;Postboks 216 Forus  ;;;4066;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;984113005;NO984113005
NOADVOKATFISARPS0003;11513256;Advokatfirmaet Ytterbøl & Co As;-;;Postboks 404;;;1703;SARPSBORG;NO;;;;;;;;;;;1;;0;;1;;;977048958;NO977048958
NOATICOASFLISA0001;11514833;Atico As;-;;Industrivegen 26 ;;;2270;Flisa;NO;;;;;;;;;;;1;;0;;1;;;950917415;NO950917415
NOASNORDLANTROND0001;40007338;As Nordland Teater;-;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;930743437;NO930743437
NOASKOYMUREKLEPP0001;40013930;Askøy Murerverktøy AS;-;;Storebotn 65 ;;;5309;KLEPPESTØ;NO;;;;;;;;;;;1;;0;;1;;;977096855;NO977096855
NOARRIVASHIOLEN0001;40014177;Arriva Shipping AS;-;;Postboks 133 ;;;5588;ØLEN;NO;;;;;;;;;;;1;;0;;1;;;977286379;NO977286379
NOALVSBYHUSMOSS0002;40049439;Älvsbyhus Norge As;-;;Postboks 2008 Høyden  ;;;1520;Moss;NO;;;;;;;;;;;1;;0;;1;;;975955885;NO975955885
NOADVOKATFIHOKKS0001;40064958;Advokatfirmaet Borgen Da;-;;Postboks 236  ;;;3301;Hokksund;NO;;;;;;;;;;;1;;0;;1;;;976057341;NO976057341
NOASKERBLUEVETTR0001;40084683;Asker Blues Klubb;-;;Postboks 34  ;;;1381;Vettre;NO;;;;;;;;;;;1;;0;;1;;;983587577;NO983587577
NOAUTOZENTROSLO0001;40093643;Autozentrum Sport AS;-;;Postboks 244 Manglerud;;;0612;OSLO;NO;;;;;;;;;;;1;;0;;1;;;978654444;NO978654444
NOASKERNARIASKER0001;40124992;Asker Næringsråd;-;;Postboks 198  ;;;1371;Asker;NO;;;;;;;;;;;1;;0;;1;;;974540193;NO974540193
NOARNOLDNESEYDEH0001;40132110;Arnold Nesse;-;;Postboks 30  ;;;4862;Eydehavn;NO;;;;;;;;;;;1;;0;;1;;;970255923;NO970255923
NOAKTIVTRENSTABE0001;40134686;Aktivt Renhold As;-;;Postboks 125   ;;;1321;Stabekk;NO;;;;;;;;;;;1;;0;;1;;;971061359;NO971061359
NOALTINSTALVALE0001;40136384;Alt Installasjon As;-;;Skaugveien 2 ;;;3178;Våle;NO;;;;;;;;;;;1;;0;;1;;;979384378;NO979384378
NOASIAUTOMALIERS0001;40137770;Asi Automatikk AS;-;;Sankt Hallvards Vei 3 ;;;3414;LIERSTRANDA;NO;;;;;;;;;;;1;;0;;1;;;979308736;NO979308736
NOANIXTERNOASKER0001;40138158;Anixter Norge Ans;-;;Bankveien 7 ;;;1383;ASKER;NO;;;;;;;;;;;1;;0;;1;;;879304342;NO879304342
NOADVOKATRIBERGE0001;40140832;Advokat Richard Koester;-;;Postboks 442 Nesttun  ;;;5853;Bergen;NO;;;;;;;;;;;1;;0;;1;;;877372162;NO877372162
NOASKERTAEKSANDV0001;40156747;Asker Taekwon-Do Klubb;-;;Jongsåsveien 2 B;;;1337;SANDVIKA;NO;;;;;;;;;;;1;;0;;1;;;886736452;NO886736452
NOAUTOCONCELYSAK0002;40157166;Autoconcept Norge As;-;;Postboks 16  ;;;1324;Lysaker;NO;;;;;;;;;;;1;;0;;1;;;979345917;NO979345917
NOAUTOTRANSDRAMM0001;40178899;Auto Transport Service As;-;;Postboks 525 Brakerøya;;;3002;DRAMMEN;NO;;;;;;;;;;;1;;0;;1;;;932865734;NO932865734
NOASKINDUSTGRALU0001;40202954;Ask Industrimontasje As;-;;Kalnesveien 5 ;;;1712;GRÅLUM;NO;;;;;;;;;;;1;;0;;1;;;977039932;NO977039932
NOALARMSENTMOSS0001;40218950;Alarmsentral Brann Øst As;-;;Postboks 716 Krapfoss  ;;;1509;Moss;NO;;;;;;;;;;;1;;0;;1;;;979435495;NO979435495
NOASKEROPPMNESBR0001;40239097;Asker Oppmåling As;-;;Postboks 83;;;1378;NESBRU;NO;;;;;;;;;;;1;;0;;1;;;979488254;NO979488254
NOAUKRAMARIAUKRA0001;40244816;Aukra Maritime As;-;;Nautnes ;;;6481;Aukra;NO;;;;;;;;;;;1;;0;;1;;;979554788;NO979554788
NOAKERSHUSFSKI0001;40246415;Akershus Fylkeskommune Tannhelsetje;Ski Tannklinikk;;Postboks 223  ;;;1401;Ski;NO;;;;;;;;;;;1;;0;;1;;;976244974;NO976244974
NOAMINVESTALARVI0001;40247926;Am Invest As;-;;Gamle Kongevei 2 ;;;3256;LARVIK;NO;;;;;;;;;;;1;;0;;1;;;988977373;NO988977373
NOADOLFJAHNBERGE0001;40260630;Adolf Jahnsen As;-;;Fagerdalen 4 ;;;5039;Bergen;NO;;;;;;;;;;;1;;0;;1;;;979496842;NO979496842
NOADMINISTRORSTA0001;40261166;Administrativ Databehandling Tjenes;-;;Postboks 97  ;;;6151;Ørsta;NO;;;;;;;;;;;1;;0;;1;;;974446685;NO974446685
NOBSTENSAKEANDAL0001;40262230;B Stensaker Transport AS;-;;Strandgata 6 ;;;6300;ÅNDALSNES;NO;;;;;;;;;;;1;;0;;1;;;955088522;NO955088522
NOAUTOMEKASSTRAN0001;40265258;Automek As;-;;Postboks 145;;;6201;STRANDA;NO;;;;;;;;;;;1;;0;;1;;;879583772;NO879583772
NOASDAMECOSKIEN0001;40282964;As Dameco;-;;Postboks 2696 Kjørbekk  ;;;3702;Skien;NO;;;;;;;;;;;1;;0;;1;;;936209017;NO936209017
NOASHOTELDADALEN0001;40583742;As Hotel Dalen;-;;Postboks 54 ;;;3886;DALEN;NO;;;;;;;;;;;1;;0;;1;;;957569323;NO957569323
NOBACKASOSLO0001;40594608;Back As;-;;Sagveien 21 A;;;0459;Oslo;NO;;;;;;;;;;;1;;0;;1;;;993417904;NO993417904
NOARNESTEDETROND0001;40601239;Arnestedet Eiendom As;-;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;931012193;NO931012193
NOANSFELLESTROMS0001;40601312;Ans Felleseiet Austad;-;;Postboks 800  ;;;9258;Tromsø;NO;;;;;;;;;;;1;;0;;1;;;959564027;NO959564027
NOADVOKATARBRAND0001;40601775;Advokat Arne Elvestuen;-;;Postboks 33 Botorget  ;;;2712;Brandbu;NO;;;;;;;;;;;1;;0;;1;;;977347297;NO977347297
NOAPPLYSORCSTAVA0003;40611972;Apply Sørco As;Avd Bergqn;;Postboks 8040 Forus  ;;;4068;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;930694533;NO930694533
NOALFREDSMABODO0001;40644965;Alfreds Maskin & Utstyr As;-;;Postboks 1176 ;;;8001;BODØ;NO;;;;;;;;;;;1;;0;;1;;;979736584;NO979736584
NOARCONNORWAREND0001;40662025;Arcon Norway AS;-;;Postboks 6 ;;;4801;ARENDAL;NO;;;;;;;;;;;1;;0;;1;;;979749554;NO979749554
NOAPOLLONAFSANDE0001;40662371;Apollon & Afrodite As;-;;Torget 1 A;;;3210;Sandefjord;NO;;;;;;;;;;;1;;0;;1;;;876969602;NO876969602
NOALVOENMARMATHO0001;40686883;Alvøen Marina As;-;;Håkonshellaveien 73 ;;;5174;Mathopen;NO;;;;;;;;;;;1;;0;;1;;;978716156;NO978716156
NOBAMSEMETASKOPP0001;40691248;Bamse Metall As;-;;Tverrmyra 7 A;;;3185;Skoppum;NO;;;;;;;;;;;1;;0;;1;;;879504732;NO879504732
NOASFALTVERTROND0001;40699381;Asfaltverket Mo As;-;;Postboks 1592 Torgarden  ;;;7435;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;974281015;NO974281015
NOALFAPRINTOSLO0001;40704561;Alfaprint As;-;;Postboks 4801 Nydalen;;;0422;OSLO;NO;;;;;;;;;;;1;;0;;1;;;979742177;NO979742177
NOAUTOSTRADSKIEN0001;40708745;Autostrada As;-;;Postboks 2703 Kjørbekk  ;;;3702;Skien;NO;;;;;;;;;;;1;;0;;1;;;974695790;NO974695790
NOAMEDIARESMOIRA0001;41768755;Amedia Ressurs Harstad As;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;976378296;NO976378296
NOATEMAASNAUST0001;42450148;Atema As;-;;Postboks 37;;;6806;NAUSTDAL;NO;;;;;;;;;;;1;;0;;1;;;979693249;NO979693249
NOANDERSLANUGGDA0001;42474908;Andersland Bygg As;-;;Dalsvegen 36 ;;;5685;Uggdal;NO;;;;;;;;;;;1;;0;;1;;;978659500;NO978659500
NOABCMARKISSKI0001;42829028;Abc Markiser Dag-Inge Gundersby;-;;Kirkeveien 2 B;;;1400;Ski;NO;;;;;;;;;;;1;;0;;1;;;912627675;NO912627675
NOBRONGVEASALESU0001;43373604;B. Rongve As;-;;Notenesgata 9 ;;;6002;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;979924844;NO979924844
NOABREVISJOASKER0001;44264604;Ab Revisjon As;-;;Postboks 73  ;;;1371;Asker;NO;;;;;;;;;;;1;;0;;1;;;979924607;NO979924607
NOAKERSHUSBHVAM0001;44967388;Akershus Bygdeungdomslag;-;;Hvamsvegen 696 ;;;2165;HVAM;NO;;;;;;;;;;;1;;0;;1;;;975424731;NO975424731
NOABSORASKOLLT0001;44970655;Absor As;-;;Møllestykket 21 ;;;5360;KOLLTVEIT;NO;;;;;;;;;;;1;;0;;1;;;848629642;NO848629642
NOASBYGGTJERAUFO0001;45665494;As Byggtjenester;-;;Sagvollvegen 1 ;;;2833;Raufoss;NO;;;;;;;;;;;1;;0;;1;;;938077398;NO938077398
NOAUTOHANDEDRAMM0001;45682226;Autohandel Bedarf Norge AS;-;;Postboks 4064 Gulskogen;;;3005;DRAMMEN;NO;;;;;;;;;;;1;;0;;1;;;978621503;NO978621503
NOAASENDREISKI0001;46227286;Aasen Dreierverksted As;-;;Haugenveien 4 ;;;1400;Ski;NO;;;;;;;;;;;1;;0;;1;;;817694942;NO817694942
NOAUTONORDAMOSS0001;46607016;Autonord As;-;;Postboks 590 Høyden  ;;;1522;Moss;NO;;;;;;;;;;;1;;0;;1;;;969950375;NO969950375
NOAANDERAADBERGE0002;46632311;Aanderaa Data Instruments As;-;;Postboks 103 Midtun;;;5843;BERGEN;NO;;;;;;;;;;;1;;0;;1;;;979498063;NO979498063
NOASKOVESTAMOIRA0003;46652483;Asko Vest As;-;;Postboks 4786  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;979487916;NO979487916
NOACSMITHCOOSLO0002;47799507;A C Smith & Co AS;-;;Oslo;;;1067;Oslo;NO;;;;;;;;;;;1;;0;;1;;;879946492;NO879946492
NOARKITEKTFHAFRS0001;47800727;Arkitekt Finn Pedersen;-;;Postboks 406 Madla  ;;;4090;Hafrsfjord;NO;;;;;;;;;;;1;;0;;1;;;976531825;NO976531825
NOBAMBLETAXSTATH0001;48079321;Bamble Taxisentral;-;;Postboks 17   ;;;3995;Stathelle;NO;;;;;;;;;;;1;;0;;1;;;971452749;NO971452749
NOALFBREKKESTAMS0001;48385876;Alf Brekken Og Sønner As;-;;Skifjordveien 204 ;;;8340;Stamsund;NO;;;;;;;;;;;1;;0;;1;;;979686889;NO979686889
NOADEPTOHOLVIGRE0001;48386817;Adepto Holding AS;-;;Postboks 36 ;;;4369;VIGRESTAD;NO;;;;;;;;;;;1;;0;;1;;;979889259;NO979889259
NOAMBASSADESTAVA0001;49229529;Ambassade De France;Consulat De France Stavanger;;Postboks 188 Sentrum  ;;;4001;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;971573619;NO971573619
NOASSPORTYASKIM0001;49671431;As Sporty;-;;Postboks 434  ;;;1802;Askim;NO;;;;;;;;;;;1;;0;;1;;;818218052;NO818218052
NOAHLSELLNOALTA0001;50000448;Ahlsell Norge AS;Øst Finnmark o/Tana;;Rurveien 9;;;9515;ALTA;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOAHLSELLNOMOIRA0001;50000509;Ahlsell Norge AS;Gmn>Mo i Rana: Spredning;;Søderlundmyra 26;;;8622;MO I RANA;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOAHLSELLNOBODO0002;50001187;Ahlsell Norge AS;Partilast Direkte;;Per Helgesens vei 99;;;8013;BODØ;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOAHLSELLNOBODO0003;50001189;Ahlsell Norge AS;Nasjonale Sendinger;;Per Helgesens vei 99;;;8013;BODØ;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOASKOPERVIAKSDA0001;50025543;As Kopervik Herreklær;Avd Aksdal;;Postboks 114  ;;;5575;Aksdal;NO;;;;;;;;;;;1;;0;;1;;;943787026;NO943787026
NOADVOKATEGNARVI0001;50358886;Advokat Egil Malm;-;;Postboks 295  ;;;8504;Narvik;NO;;;;;;;;;;;1;;0;;1;;;;NO
NOAUGUSTOINOSLO0001;52186103;Augusto International As;-;;Tollbugata 19 ;;;0152;OSLO;NO;;;;;;;;;;;1;;0;;1;;;979656440;NO979656440
NOAQUASCANSBRYNE0001;52387529;Aquascan Siv Ing Torbjørn Kvassheim;-;;Postboks 247   ;;;4349;Bryne;NO;;;;;;;;;;;1;;0;;1;;;959148422;NO959148422
NOASSORENSESTOTT0001;52802170;As Sørensens Sønner;-;;Postboks 100  ;;;8159;Støtt;NO;;;;;;;;;;;1;;0;;1;;;916596936;NO916596936
NOAUTOGENTROSLO0001;53676706;Autogen Trading As;-;;P. T. Mallings Vei 37 ;;;0286;Oslo;NO;;;;;;;;;;;1;;0;;1;;;935132576;NO935132576
NOANNEMINABOSLO0001;54706270;Anne Mina Blomsteratmosfære As;-;;Karenslyst Allé 20 ;;;0278;Oslo;NO;;;;;;;;;;;1;;0;;1;;;975837823;NO975837823
NOASCARLSENHAUGE0001;55469779;As Carlsen & Sønn;-;;Postboks 102   ;;;5501;Haugesund;NO;;;;;;;;;;;1;;0;;1;;;910998374;NO910998374
NOANGERMANABERGE0001;57433575;Angerman As;-;;Postboks 6045   ;;;5892;Bergen;NO;;;;;;;;;;;1;;0;;1;;;979206186;NO979206186
NOALSOASSTOKK0002;57898363;Also As;-;;Tassebekkveien 354 ;;;3160;STOKKE;NO;;;;;;;;;;;1;;0;;1;;;943347069;NO943347069
NOASBATSFJOBATSF0001;59778274;As Båtsfjordbruket;-;;Strandvegen 7 A;;;9990;Båtsfjord;NO;;;;;;;;;;;1;;0;;1;;;929205634;NO929205634
NOAHLSELLNONORDK0002;60002424;Ahlsell Norge AS;Avd Retur;;Bonntjennvegen 14;;;2055;NORDKISA;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOAHLSELLNONORDK0003;60002453;Ahlsell Norge AS;Stykk-Partilast;;Bonntjennvegen 14;;;2055;NORDKISA;NO;;;;;;;;;;;1;;0;;1;;;910478656;NO910478656
NOALLVEKSTAKYRKS0001;64902182;Allvekst As;-;;Vesseveien 2 ;;;7200;KYRKSÆTERØRA;NO;;;;;;;;;;;1;;0;;1;;;967493597;NO967493597
NOARATRONHYSOLA0001;64918659;Aratron Hydraulikk As;-;;Skvadronvegen 25 ;;;4050;Sola;NO;;;;;;;;;;;1;;0;;1;;;879142512;NO879142512
NOAPOTEKETMMALOY0001;65372658;Apoteket Måken Olav Krakset;-;;Postboks 224  ;;;6701;Måløy;NO;;;;;;;;;;;1;;0;;1;;;980456188;NO980456188
NOAKTIVBILSGODVI0001;65792962;Aktiv Bilservice Pål Arvid Blytt;-;;Leirvikflaten 23 ;;;5179;Godvik;NO;;;;;;;;;;;1;;0;;1;;;979609205;NO979609205
NOARENDALKIGRIMS0002;65803322;Arendal Kirkelige Fellesråd;-;;Postboks 123  ;;;4891;Grimstad;NO;;;;;;;;;;;1;;0;;1;;;976992148;NO976992148
NOARNEBJORNTROND0001;69298404;Arne Bjørnvold As;-;;Postboks 3261 Torgarden  ;;;7439;Trondheim;NO;;;;;;;;;;;1;;0;;1;;;876268442;NO876268442
NOAGDERBILAAREND0001;69822013;Agder Bil As;-;;Postboks 1509 Stoa  ;;;4856;Arendal;NO;;;;;;;;;;;1;;0;;1;;;978634737;NO978634737
NOAUTODELERKONGS0001;70466693;Autodeler Kongsvinger As;-;;Ole R. Gjems Veg 7 ;;;2212;Kongsvinger;NO;;;;;;;;;;;1;;0;;1;;;970998853;NO970998853
NOADVOKATGEALESU0001;70786769;Advokat Gerd Cath Haagensen;-;;Postboks 130   ;;;6001;Ålesund;NO;;;;;;;;;;;1;;0;;1;;;980748812;NO980748812
NOASBILPARTSANDN0001;72269491;As.Bilpartner As;-;;Postboks 1185 Lura  ;;;4391;Sandnes;NO;;;;;;;;;;;1;;0;;1;;;980737098;NO980737098
NOAUREVALSKLILLE0001;74059411;Aure & Valskaar As;-;;Postboks 208   ;;;2001;Lillestrøm;NO;;;;;;;;;;;1;;0;;1;;;980132455;NO980132455
NOAGENDAASNARVI0001;74334780;Agenda As;-;;Postboks 153  ;;;8502;Narvik;NO;;;;;;;;;;;1;;0;;1;;;872414762;NO872414762
NOBAASTADBIBASTA0001;75384115;Baastad Bil Hans Joar Baastad;-;;Stiklaveien 1 ;;;1866;BÅSTAD;NO;;;;;;;;;;;1;;0;;1;;;976894820;NO976894820
NOADVOKATTRBILLI0001;76107069;Advokat Trond Ellingsen;-;;Postboks 1  ;;;1375;Billingstad;NO;;;;;;;;;;;1;;0;;1;;;971280158;NO971280158
NOALNABRUINOSLO0001;76179415;Alnabru Industri AS;-;;Frognerveien 22 ;;;0263;OSLO;NO;;;;;;;;;;;1;;0;;1;;;912965236;NO912965236
NOARCTICSUVHONNI0001;77598092;Arctic Suvenirs As;-;;Postboks 500  ;;;9751;Honningsvåg;NO;;;;;;;;;;;1;;0;;1;;;956849217;NO956849217
NOAKTIVHJELSKJET0001;78074168;Aktiv Hjelpemidler As;-;;Bråteveien 159 ;;;2013;Skjetten;NO;;;;;;;;;;;1;;0;;1;;;980920054;NO980920054
NOADIGOASLANGH0001;78113974;Adigo As;-;;Berghagan 3 ;;;1405;Langhus;NO;;;;;;;;;;;1;;0;;1;;;976518292;NO976518292
NOATEXASSTANG0001;78218401;Atex As;-;;Postboks 99   ;;;2336;Stange;NO;;;;;;;;;;;1;;0;;1;;;980391191;NO980391191
NOALLTIDFOKSKI0001;78433711;Alltid Fokus Tøgard;-;;Kjeppestadveien 16 A;;;1400;SKI;NO;;;;;;;;;;;1;;0;;1;;;980450309;NO980450309
NOASVOMALOYTROND0001;78806122;Asvo Måløy AS;-;;Postboks 6550 Torgarden;;;7439;TRONDHEIM;NO;;;;;;;;;;;1;;0;;1;;;959744459;NO959744459
NOAXIMEDASKLEPP0001;79010617;Aximed As;-;;Postboks 303  ;;;5323;Kleppestø;NO;;;;;;;;;;;1;;0;;1;;;980363651;NO980363651
NOAUSTRATTISTAVA0001;79377958;Austrått Idrettslag;-;;Postboks 6522 Gausel  ;;;4087;Stavanger;NO;;;;;;;;;;;1;;0;;1;;;970310436;NO970310436
NOAKVARELLAHOKKS0001;79488482;Akvarella Kunst & Håndverk Gunn Ben;-;;Stasjonsgata 25 ;;;3300;HOKKSUND;NO;;;;;;;;;;;1;;0;;1;;;981401891;NO981401891
NOAUSTAGDERMOIRA0001;80643844;Aust Agder Blad As;-;;Postboks 4458  ;;;8608;Mo I Rana;NO;;;;;;;;;;;1;;0;;1;;;981018141;NO981018141
NOALVOENSMUBERGE0001;80749310;Alvøens Musikkforening;-;;Postboks 83 Loddefjord  ;;;5881;Bergen;NO;;;;;;;;;;;1;;0;;1;;;983898815;NO983898815
NOATLANTICOKRIST0002;80877863;Atlanticon As;-;;Postboks 2199 Løkkemyra  ;;;6502;Kristiansund N;NO;;;;;;;;;;;1;;0;;1;;;962014860;NO962014860
NOANICURADYSKREI0006;81180069;Anicura Dyreklinikk Grimstad AS;-;;Postboks 73  ;;;2857;Skreia;NO;;;;;;;;;;;1;;0;;1;;;888985972;NO888985972
NOATVGARDENKLEPP0001;81387276;Atv Gården AS;-;;Nordsjøvegen 520 ;;;4352;KLEPPE;NO;;;;;;;;;;;1;;0;;1;;;976868129;NO976868129
